Edition,Report Type,Measure Name,State Name,Rank,Value,Score,LowerCI,UpperCI,Source,Source Year
"2022","2022 Annual","Cancer - $75,000 or More","Tennessee","",4.6,,3.4,5.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Metro","Tennessee","",7,,5.9,8.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cancer - Non-Metro","Tennessee","",10.7,,8.6,12.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases","Tennessee",46,11.7,,10.6,12.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Black","Tennessee","",9.7,,6.3,13,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Hispanic","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Multiracial","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - White","Tennessee","",12.4,,11.1,13.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Less Than High School","Tennessee","",28,,21.7,34.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - High School/GED","Tennessee","",13.1,,10.9,15.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Some Post-High School","Tennessee","",13.2,,11,15.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - College Grad","Tennessee","",6.2,,4.9,7.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Ages 18-44","Tennessee","",3.2,,2.1,4.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Ages 45-64","Tennessee","",13.8,,11.5,16,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Ages 65+","Tennessee","",25.8,,22.6,29,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Female","Tennessee","",10.6,,9.1,12.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Male","Tennessee","",12.9,,11.1,14.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Less Than $25,000","Tennessee","",24,,19.7,28.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - $25-$49,999","Tennessee","",16.8,,14,19.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - $50-$74,999","Tennessee","",11.8,,8.5,15.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - $75,000 or More","Tennessee","",4.6,,3.3,5.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Metro","Tennessee","",10.8,,9.5,12.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Cardiovascular Diseases - Non-Metro","Tennessee","",14.4,,12,16.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease","Tennessee",47,4.1,,3.4,4.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Black","Tennessee","",5,,2.7,7.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Hispanic","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Multiracial","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - White","Tennessee","",4,,3.3,4.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Less Than High School","Tennessee","",8.2,,4.8,11.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - High School/GED","Tennessee","",4.5,,3.1,5.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Some Post-High School","Tennessee","",4.6,,3.2,5.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - College Grad","Tennessee","",2.9,,2,3.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Ages 18-44","Tennessee","",1.5,,0.8,2.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Ages 45-64","Tennessee","",4.1,,3,5.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Ages 65+","Tennessee","",9,,7.1,11,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Female","Tennessee","",4.7,,3.7,5.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Male","Tennessee","",3.4,,2.5,4.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Less Than $25,000","Tennessee","",9.2,,6.6,11.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - $25-$49,999","Tennessee","",3.7,,2.2,5.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - $50-$74,999","Tennessee","",3.9,,2.1,5.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - $75,000 or More","Tennessee","",2.3,,1.2,3.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Metro","Tennessee","",3.6,,2.8,4.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Kidney Disease - Non-Metro","Tennessee","",5.5,,4,7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease","Tennessee",47,10.4,,9.3,11.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - American Indian/Alaska Native","Tennessee","",24.6,,10.5,38.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Black","Tennessee","",10.6,,6.7,14.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Hispanic","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Multiracial","Tennessee","",12.3,,5.4,19.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - White","Tennessee","",10.7,,9.5,12,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Less Than High School","Tennessee","",28.9,,22.9,35,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - High School/GED","Tennessee","",12.9,,10.7,15.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Some Post-High School","Tennessee","",9.9,,8,11.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - College Grad","Tennessee","",3.6,,2.6,4.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Ages 18-44","Tennessee","",3.7,,2.5,5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Ages 45-64","Tennessee","",14.3,,12.1,16.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Ages 65+","Tennessee","",18,,15.3,20.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Female","Tennessee","",11.1,,9.5,12.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Male","Tennessee","",9.7,,8.1,11.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Less Than $25,000","Tennessee","",25.7,,21.4,30,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - $25-$49,999","Tennessee","",13.7,,11,16.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - $50-$74,999","Tennessee","",8.4,,5.7,11.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - $75,000 or More","Tennessee","",3,,1.7,4.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Metro","Tennessee","",9.5,,8.1,10.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Chronic Obstructive Pulmonary Disease - Non-Metro","Tennessee","",13.3,,11.1,15.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression","Tennessee",46,25.2,,23.6,26.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - American Indian/Alaska Native","Tennessee","",35.2,,19.9,50.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Black","Tennessee","",21.9,,16.9,26.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Hispanic","Tennessee","",26.1,,16.4,35.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Multiracial","Tennessee","",35.9,,23.6,48.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - White","Tennessee","",26.1,,24.4,27.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Less Than High School","Tennessee","",28.9,,23,34.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - High School/GED","Tennessee","",24.7,,21.6,27.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Some Post-High School","Tennessee","",27.9,,24.8,31.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - College Grad","Tennessee","",19.5,,17.2,21.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Ages 18-44","Tennessee","",28.6,,25.8,31.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Ages 45-64","Tennessee","",26.5,,23.9,29.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Ages 65+","Tennessee","",16.9,,14.3,19.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Female","Tennessee","",31.5,,29.1,33.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Male","Tennessee","",18.6,,16.5,20.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Less Than $25,000","Tennessee","",38.7,,34.1,43.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - $25-$49,999","Tennessee","",27.6,,24,31.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - $50-$74,999","Tennessee","",22.7,,18.3,27.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - $75,000 or More","Tennessee","",19,,16.2,21.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Metro","Tennessee","",24.8,,22.9,26.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Depression - Non-Metro","Tennessee","",26.5,,23.5,29.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes","Tennessee",46,14,,12.8,15.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Black","Tennessee","",17.5,,13.4,21.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Hispanic","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Multiracial","Tennessee","",15.3,,7.3,23.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - White","Tennessee","",13.8,,12.5,15.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Less Than High School","Tennessee","",26.2,,20.2,32.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - High School/GED","Tennessee","",17.4,,14.8,20,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Some Post-High School","Tennessee","",15.4,,13,17.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - College Grad","Tennessee","",9.5,,7.9,11.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Ages 18-44","Tennessee","",3.3,,2.3,4.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Ages 45-64","Tennessee","",19.5,,17,21.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Ages 65+","Tennessee","",27.4,,24.2,30.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Female","Tennessee","",14.3,,12.6,16.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Male","Tennessee","",13.6,,11.9,15.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Less Than $25,000","Tennessee","",27.9,,23.5,32.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - $25-$49,999","Tennessee","",17.6,,14.6,20.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - $50-$74,999","Tennessee","",14.3,,11,17.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - $75,000 or More","Tennessee","",8.8,,6.9,10.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Metro","Tennessee","",13.5,,12,14.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Diabetes - Non-Metro","Tennessee","",15.6,,13.3,17.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Risk Factors - Annual","Tennessee",32,-0.28,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","High Blood Pressure","Tennessee",41,37.7,,35.9,39.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - American Indian/Alaska Native","Tennessee","",41.9,,26.1,57.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Black","Tennessee","",46.7,,40.9,52.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Hispanic","Tennessee","",20.4,,11.8,29.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Multiracial","Tennessee","",37.6,,25.7,49.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - White","Tennessee","",37.6,,35.7,39.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Less Than High School","Tennessee","",56.3,,49.2,63.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - High School/GED","Tennessee","",46.2,,42.6,49.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Some Post-High School","Tennessee","",41.1,,37.7,44.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - College Grad","Tennessee","",30.1,,27.5,32.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Ages 18-44","Tennessee","",17.5,,15.3,19.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Ages 45-64","Tennessee","",46.6,,43.5,49.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Ages 65+","Tennessee","",65,,61.7,68.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Female","Tennessee","",35.4,,33,37.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Male","Tennessee","",40.2,,37.6,42.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Less Than $25,000","Tennessee","",56.5,,51.5,61.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - $25-$49,999","Tennessee","",46.1,,42.1,50.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - $50-$74,999","Tennessee","",39.4,,34.3,44.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - $75,000 or More","Tennessee","",29.7,,26.5,32.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Metro","Tennessee","",35,,32.9,37.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Blood Pressure - Non-Metro","Tennessee","",45.8,,42.4,49.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol","Tennessee",44,38,,36.1,39.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Black","Tennessee","",29.8,,24.4,35.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Hispanic","Tennessee","",30.8,,18.4,43.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Multiracial","Tennessee","",31.8,,18,45.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - White","Tennessee","",40.5,,38.4,42.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Less Than High School","Tennessee","",53.7,,46.2,61.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - High School/GED","Tennessee","",41.8,,38,45.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Some Post-High School","Tennessee","",38.9,,35.3,42.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - College Grad","Tennessee","",34.5,,31.7,37.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Ages 18-44","Tennessee","",20.7,,17.8,23.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Ages 45-64","Tennessee","",45.5,,42.4,48.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Ages 65+","Tennessee","",53,,49.4,56.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Female","Tennessee","",35.5,,33,38.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Male","Tennessee","",40.9,,38,43.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Less Than $25,000","Tennessee","",51.9,,46.6,57.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - $25-$49,999","Tennessee","",41,,36.9,45.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - $50-$74,999","Tennessee","",37.9,,32.5,43.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - $75,000 or More","Tennessee","",33.6,,30.2,37,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Metro","Tennessee","",35.2,,33,37.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","High Cholesterol - Non-Metro","Tennessee","",46.5,,42.8,50.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity","Tennessee",31,35,,33.1,36.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - American Indian/Alaska Native","Tennessee","",33,,17.5,48.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Black","Tennessee","",47.3,,41.2,53.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Hispanic","Tennessee","",33.8,,22.8,44.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Multiracial","Tennessee","",43.8,,31,56.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - White","Tennessee","",33,,31,35,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Less Than High School","Tennessee","",33.6,,26.9,40.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - High School/GED","Tennessee","",36.9,,33.2,40.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Some Post-High School","Tennessee","",39.3,,35.8,42.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - College Grad","Tennessee","",33.5,,30.6,36.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Ages 18-44","Tennessee","",34.1,,31.1,37,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Ages 45-64","Tennessee","",40.6,,37.4,43.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Ages 65+","Tennessee","",28.9,,25.6,32.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Female","Tennessee","",37.1,,34.5,39.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Male","Tennessee","",32.8,,30.2,35.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Less Than $25,000","Tennessee","",38.8,,33.9,43.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - $25-$49,999","Tennessee","",39.5,,35.5,43.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - $50-$74,999","Tennessee","",34.9,,30,39.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - $75,000 or More","Tennessee","",34.2,,30.8,37.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Obesity - Metro","Tennessee","",34.7,,32.5,36.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
